"APPROPRIATIONS","Legal Issues",
"EDUCATION","Education",
"GOVERNMENT","Government Reform ",
"COUNTIES","Municipal and County Issues",
"SCHOOLS AND SCHOOL DISTRICTS","Education",
"PROPERTY","Housing and Property",
"LICENSES","Legal Issues",
"MEDICAL","Health",
"HEALTH","Health",
"ACTS","Other",
"TRANSPORTATION","Transportation",
"DISTRICTS","Municipal and County Issues",
"HEALTH AND WELFARE DEPARTMENT","Health","Welfare and Poverty"
"RESOLUTIONS, CONCURRENT","Resolutions",
"MOTOR VEHICLES","Transportation",
"CITIES","Municipal and County Issues",
"SALES","Commerce",
"CRIMINAL OFFENSES & PROCEDURES","Crime",
"RECORDS","Other",
"EMPLOYERS AND EMPLOYEES","Labor and Employment",
"WATER","Environmental",
"PROFESSIONS","Labor and Employment",
"INSURANCE","Insurance",
"FEES","Other",
"COURTS","Legislative Affairs ","Judiciary"
"AGRICULTURE","Agriculture and Food ",
"LABOR","Labor and Employment",
"HIGHWAYS","Transportation",
"RULES","Legal Issues",
"PUBLIC ASSISTANCE","Public Services",
"ELECTRONIC TECHNOLOGY","Technology and Communication ",
"TAX AND TAXATION, PROPERTY","Budget, Spending, and Taxes",
"TAX AND TAXATION","Budget, Spending, and Taxes",
"ELECTIONS","Campaign Finance and Election Issues ",
"CHILDREN","Family and Children Issues",
"FEDERAL LAWS AND RELATIONS","Legal Issues",
"LANDS","Environmental",
"ENVIRONMENT","Environmental",
"COLLEGES AND UNIVERSITIES","Education",
"TEACHING AND TEACHERS","Education",
"GOVERNOR","Other",
"UTILITIES","Other",
"PARENTS","Family and Children Issues",
"PLANNING AND ZONING","Municipal and County Issues",
"WAGES","Labor and Employment",
"TAX AND TAXATION, SALES","Budget, Spending, and Taxes",
"MILITARY AND MILITIA","Military",
"LAND USE","Environmental",
"DRIVERS","Transportation",
"DISABLED","Other",
"DEBTORS AND CREDITORS","Business and Consumers",
"CORRECTIONS","Crime",
"ENERGY","Energy ",
"ELECTRICITY AND ELECTRICIANS","Energy ","Labor and Employment"
"SAFETY","Other ",
"LEASES","Housing and Property",
"FUNDS","Other",
"FISH AND GAME","Animal Rights and Wildlife Issues ",
"VOTING AND VOTERS","Campaign Finance and Election Issues ",
"TAX AND TAXATION, INCOME","Budget, Spending, and Taxes",
"JUVENILES","Family and Children Issues",
"ECONOMIC DEVELOPMENT","Commerce",
"CONTROLLED SUBSTANCES","Drugs",
"ASSESSMENTS AND ASSESSORS","Other ",
"LAW ENFORCEMENT","Public Services",
"HOMES AND HOUSING","Housing and Property",
"FOOD","Agriculture and Food ",
"WILDLIFE","Animal Rights and Wildlife Issues ",
"TELECOMMUNICATIONS","Technology and Communication ",
"SUBSTANCE ABUSE","Drugs",
"PHYSICIANS AND SURGEONS","Health",
"CIVIL ACTIONS","Legal Issues","Civil Liberties and Civil Rights"
"ANIMALS","Animal Rights and Wildlife Issues ",
"URBAN RENEWAL","Other ",
"PRESCRIPTIONS","Drugs",
"POLICE, IDAHO STATE","Public Services",
"ETHICS","Other",
"ESTATES","Housing and Property",
"CONSTRUCTION","Other",
"COMMISSIONS","Other",
"BUDGETS","Budget, Spending, and Taxes",
"BOARDS","Other",
"SENTENCING","Crime","Legal Issues "
"SECRETARY OF STATE","State Agencies ",
"LEGISLATURE","Legislative Affairs ",
"INDUSTRIAL COMMISSION","Other ",
"DEATH","Health",
"ADMINISTRATION DEPARTMENT","State Agencies ",
"WORKERS COMPENSATION","Labor and Employment",
"VETERANS","Military",
"TREASURER, STATE","State Agencies ",
"STUDENTS","Education",
"PROCLAMATIONS","Other",
"PHARMACIES AND PHARMACISTS","Health","Drugs"
"LIQUOR","Other ",
"LIENS","Legal Issues",
"LIABILITY","Legal Issues",
"HOSPITALS","Health",
"COUNCILS","Municipal and County Issues",
"CONTRACTS","Legal Issues",
"CAMPAIGNS AND CANDIDATES","Campaign Finance and Election Issues ",
"BONDS","Commerce",
"ATTORNEYS","Legal Issues","Legislative Affairs"
"WATER RESOURCES DEPARTMENT","Environmental",
"RETIREMENT","Labor and Employment",
"REAL ESTATE AND REALTORS","Housing and Property",
"PRISONS AND PRISONERS","Crime",
